Review Text,Review Title,Review Submit Date and Time
정말좋아요.공부할때마다 유용하게보고있어요&gt;&lt;,,2018-03-14T12:23:19Z
와....제작자님 눈물나게 감사해요.ㅜㅠ 정말 감사합니돠!!,,2018-03-14T12:24:11Z
콴다 진짜 너무 좋와요^^콴다 덕분에 수학의 재미을 느끼고 즐거운 공부가 되었어요^^ 콴다 앞으로도 사랑 합니다.그리고 선생님들 고맙습니다.^^,,2018-03-14T12:24:10Z
,,2018-03-14T12:31:06Z
완전좋아요 혼자 안풀릴때 넘 좋아요.짱짱짱,,2018-03-14T12:30:36Z
,,2018-03-14T12:37:42Z
,,2018-03-14T12:40:13Z
덕분에 수학 성적이 오를 것 같아요! 교과서 답지는 간략하게 설명이 되어 있어서 잘 몰랐는데 수포자였다가 다시 수학을 도전하게 된 저한테는 정말 유용하네요 선생님들 정말 감사드려요!,,2018-03-14T12:38:17Z
몰랐던 문제가 너무 쉬워졌어요! 너무 좋아요,,2018-03-14T12:48:27Z
수학문제가 콴다에 많이 있어서 쉽게 풀수있고 편해요 !,,2018-03-14T12:51:33Z
사진만찍으면바로 문제가풀어지니까 모르는문제를풀때많이편하고 좋네요,,2018-03-14T12:53:53Z
수학 풀이가 쉽게 나와서 좋은거 같아오ㅠㅠ🖒🖒,,2018-03-14T13:00:48Z
정말 좋은앱이에요!!!,,2018-03-14T13:02:36Z
와...... 이거 진짜 캐쉬탬인데...? 진짜 박보검~~~~나 좋아 풀이 까지 다 나와.... ㅎㄷㄷ,,2018-03-14T13:02:37Z
좋아요!! 인터페이스가 직관적이고 사용하기에도 편해요👍,,2018-03-14T13:05:07Z
좋은 것 같아요!! 모르는 문제 풀이까지 볼 수 있어서 좋은 듯합니다👌,,2018-03-14T13:06:41Z
완전좋아요,,2018-03-14T13:09:55Z
정말 좋은 앱이에요 모르는 문제는 간편하게 알 수 있더라고요,,2018-03-14T13:10:55Z
콴다는 진짜 좋은것 같아용 모르는것이 있으면 사진을 찍어서 질문도 하면 빨리 풀이가 나오고 무료 질문도 있어서 좋네요 앞으로도 힘내세요 화이팅~~~!!!!,,2018-03-14T13:11:15Z
진심 모르는 문제들 찍으면 거의 다 나오고 너무 좋아요ㅜㅠ!!♡ 질문하면 알려주시는 분들도 정말 친절하고 세세하게 설명해주셔서 이해도 잘 됐어요!! 진짜좋은어플💕,,2018-03-14T13:23:41Z
오호 진짜 괜찮은 앱이예요. 문제 풀이 속도가 특히 빨라요. 이거 정말 추천해요!!!,,2018-03-14T13:32:30Z
아 레알로 콴다 사랑합니다♥♥ 완전 죠아욤~~♥♥♥♥ 콴다 앞으로도 잘되길..♥,,2018-03-14T13:35:35Z
너무좋어요 모르는문제도 바로물어볼수잇어서좋아영,,2018-03-14T13:36:06Z
왜이리 문제가 안나오고 답도클리고 문제식하고 선생님이 6000명이나기달리는데 10분만에1명돼고 뭐죠?,,2018-03-14T13:35:45Z
,,2018-03-14T13:39:41Z
짱좋습니다!!!!!!!!! 이런앱만들어주셔서감사해요!!!!!!,,2018-03-14T13:42:36Z
넘 좋아용~~ 수학막혔을때 풀이를 볼수있어서 빠뜨린게 뭔지 볼수있어서 넘좋아용,,2018-03-14T13:43:33Z
모르는 거를 이해할 수 있게 잘 알려 주셔서 너무 좋아요,,2018-03-14T13:48:07Z
Good,,2018-03-14T13:51:28Z
이건...혁명이에요 진짜ㅜㅜㅜㅜ,,2018-03-14T14:05:49Z
,,2018-03-14T14:07:57Z
와...진짜 감사합니다 너무 잘쓰고있어요 덕분에 수행평가 성적올랐습니다ㅠㅜㅠ,,2018-03-14T14:10:37Z
모르는 문제를 쉽게 알 수 있어서 좋았고 사진찍으면 바로 나오니까 편해서 더 좋았어요 자주 써야겠어요!,,2018-03-14T14:19:26Z
,,2018-03-14T14:20:54Z
진짜 신기함 내가 모르는 문제의 풀이를 바로바로 보여주니까 빨리 이해 할 수 있었음,,2018-03-14T14:21:13Z
,,2018-03-14T14:23:34Z
,,2018-03-14T14:24:58Z
,,2018-03-14T14:25:22Z
좋아여,,2018-03-14T14:29:49Z
저희 아이가 굉장히 좋아 하네요,,2018-03-14T14:32:17Z
,,2018-03-14T14:34:30Z
초5 문제가 척척 맞아요 잘쓰겠습미당!!,,2018-03-14T14:34:06Z
정말 좋아요 수학이 좋아지기 시작했어요 감사 합니다,,2018-03-14T14:37:10Z
,,2018-03-14T14:47:34Z
,,2018-03-14T14:49:34Z
,,2018-03-14T14:53:48Z
모르는걸 알수있고 펼리해서 좋아요,,2018-03-14T14:55:55Z
매우 좋습니다. 혹시 어느 문제집 출처인지도 알 수 있을까요?,,2018-03-13T15:22:30Z
엄청좋아요 수학을풀때도쉽게할수았구여 근데 리뷰남기면 질문권이랑 가넷 준다고해서했는대 오류거뜨네요,,2018-03-14T15:00:04Z
걍 보통,,2018-03-14T15:05:34Z
진짜 모르는 문제 바로바로ㅠ나오고 선생님분들도 너무 잘알려주세요ㅠㅠ이 앱 너무 좋아요!!!,,2018-03-14T15:05:08Z
풀이가 빨리 나와서 정말 좋은것 같아요!,,2018-03-14T15:08:40Z
좋은 앱이네요!,,2018-03-14T15:14:41Z
최고,,2016-04-16T05:38:32Z
짱좋아요!,,2018-03-14T15:20:27Z
유용해요!!,,2018-03-14T15:24:30Z
수학문제들이 너무 어려웠는데 사진만 찍으면 비슷한 풀이들을 알 수 있어서 도움이 많이 된것같아요!,,2018-03-14T15:31:33Z
너무 좋아요 !ㅜㅜ 수학숙제 유용하게 쓰고있습니다 !,,2018-03-14T15:34:48Z
수학 문제가 잘 인식이 안되네요T-T 자꾸 다른 식이 나와요ㅜㅜ 왜 전 안되는거죠...?수평으로 초점도 잘 맞추고 찍었는데도 10번 넘게 이상한 식만 나오네요ㅠㅠ,,2018-03-14T15:28:05Z
,,2018-03-14T15:42:52Z
이런 앱을 지금 알게되서 너무 좋아요~~ 앞으로 유용하게 쓰일 것 같아요~~,,2018-03-14T17:19:39Z
진짜 좋은 앱 같아요 학원 안 다니고 혼자 공부하는 학생인데 풀다가 모르는문제나오면 이 앱을 통해 해결하는 하는데 똑같은 문제가 나오는 경우도 많고 같은 문제가 아니더라도 같은 유형문제 여러개가 나와 풀이과정을 알 수 있어서 정말 좋은것 같아요.,,2018-03-14T22:08:22Z
아 근데 모르는 문제가많은데 답이안나오는...이거는 질문권이 하나밖에없으면 하나만질문하나요? 2개질문할려면5일을기다려야하나요?ㅠㅠㅠ,,2018-03-14T22:47:49Z
완전 최고에요!!! 늦은 시간까지 답변 해주고 최고!!!!,,2018-03-14T23:00:45Z
이거진짜로좋아요,,2018-03-15T06:02:38Z
오늘 처음 사용했을때 별 기대 안 했는데 답이 빨리 정확하게 답이 나와서 진짜 놀랐어요! 더 쉬워지고 좋아요!,,2018-03-15T06:16:02Z
진짜 항상항상 잘쓰고있습니다!!!,,2018-03-15T06:47:49Z
짱조아요 근데 조금아쉬우게 있다면 처음 사용하시는 저같은 분들께는 조금 사용하는게 복잡한게 없잖아 있네요,,2018-03-15T07:08:09Z
,,2018-03-15T07:14:02Z
짱이에요!!!♡-♡,,2018-03-15T07:30:27Z
,,2018-03-15T07:32:35Z
이거 덕분에 쉽고 오늘 첨보고 깔는데 후회못하는 앱이네요~!,,2018-03-15T07:59:46Z
이 프로그램이 찿아주지만 원하지 않고 하려면 질문건이 필요하네요 ! 수평으로 찍기 힘들어서..!그런점만 수정해주시면 유용하게 쓸것같아요,,2018-03-15T07:59:06Z
,,2018-03-15T08:05:36Z
이런앱 찾고 있었는데 감사합니다!,,2018-03-15T08:06:56Z
답답해서 죽기 일보직전에 오아시스 같은어플 ..감사해요,,2018-03-15T08:06:51Z
좋아욤...!,,2018-03-15T08:09:43Z
베이직 정기구독가입하고싶은데 신용카드가 없어요 ㅜㅜ 계좌이체라던지 마지막주에 무통장이라던지... 넣어주세요 옆동네 오누이는 너무비싸요,,2018-03-15T08:24:57Z
진짜 수학공부에 도움이 많이되구요 왠만한 모르는문제는 다 빨리답해줘서 정말좋은것같아요!,,2018-03-15T08:31:03Z
집에서 혼자공부할때 어려운문제있어서 바로 콴다사용했는데 빨리 문제도 알려주시고 친절하셔서 좋았어요!!,,2018-03-15T08:32:57Z
조금 아쉬운게있다면 답변거절하는분이너무많아요ㅜㅜㅜ,,2018-03-15T08:41:08Z
,,2018-03-15T08:53:32Z
"정말 학원쌤한테서 이런저럭 욕까지 들으면서 했는데 콴다로 하니까 정말 너무 이해하기 쉽고 너무 좋네요 정말 개발자, 개발팀 사는동안 많이 버세요!!!",,2018-03-15T09:17:53Z
정말좋내여!,,2018-03-15T09:20:39Z
,,2018-03-15T09:34:49Z
와우 찍으면 바로나오다니 최고임,,2018-03-15T09:40:32Z
별 기대 안 하고 사용했다가 엄청 좋음 진짜 모르는 문제 있을 때 이해하기 좋게 설명이 있어서 유용함ㅎ,,2018-03-15T09:43:40Z
,,2018-03-15T09:46:30Z
정말 좋아요,,2018-03-15T09:50:21Z
정말로 도움이 많이되었어요 덕분에 모르는문제를더자세하게 알거되었어요^-^♡♡,,2018-03-15T10:04:16Z
감사합니다 제가 사교육 없이 혼자 공부하는데 덕분에 시간도 절약되고 돈도 안들고 더 쉽게 공부할수 있어서 정말 좋습니다👍,,2018-03-15T10:04:31Z
아니 질문권 필요하뎈 뭐야 ㅋㅋㅋ,,2018-03-15T10:13:51Z
처음에 리뷰 보고 다운 받아 봤는데요 좋은것 같아요~,,2018-03-15T10:16:37Z
,,2018-03-15T10:17:38Z
짱!어플,,2018-03-15T10:31:49Z
계속 오류코드가 떠요 ㅠ ㅠ 다시 깔아봐도 오류뜨고 휴대폰을 껐다켜도 계속 오류떠요,,2018-03-15T10:34:18Z
"너무 좋고, 편리하네요^^",,2018-03-15T10:47:39Z
이런 앱 만들어주셔서 감사합니다 수학질문답변은 역시 콴다!,,2018-03-15T10:50:32Z
깔까말까 고민하시는 분들은 당장 까시길!! 정말 최고의 앱 입니다,,2018-03-15T10:54:08Z
메가스터디 아이디가 오류나네요^^,,2018-03-15T10:51:56Z
너무좋아요 진짜항상쓸만큼이에요♥,,2018-03-15T11:04:23Z
진짜 운영자님 고맙습니다. ㅠ.ㅠ.ㅠ.ㅠ 진짜 고마워요..짱짱!!!,,2018-03-15T11:06:31Z
제작자님 사랑해요,,2018-03-15T11:12:24Z
학원 안다니는 친구들에게 좋겠네요,,2018-03-15T11:21:01Z
생각한거보다 빠르고 간결한 답을 알려줍니다!한마디로 추천해요!!이런 앱을 만들어 주셔서 감사합니다!,,2018-03-15T11:24:06Z
,,2018-03-15T11:27:17Z
너무 좋아요! 이해안돼는 수학개념도 풀어주는거보다 보니까 이해도 돼요!,,2018-03-15T11:30:13Z
,,2018-03-15T11:32:01Z
어려운 문제를 바로바로 풀어서 알려주고 완전 핵 개꿀! 그런데 매칭할때 보시는 선생님이 없어요 ㅠㅡㅠ 그 문제 고쳐주세요!,,2018-03-15T11:30:58Z
다 좋은데 인공지능이답을이상하게맞출때 1대1선생님질문건이 너무 없어요ㅠㅠㅠ 질문2번받에안했는데ㅠㅠ,,2018-03-15T11:32:55Z
수학 ㅁ모르는 문제 있을 때 넘 좋아요 짱,,2018-03-15T11:34:02Z
정말좋네요!!,,2018-03-15T11:34:29Z
아이들이 좋다고해서 검색해봤는데 정말 좋네요^^,,2018-03-15T11:38:39Z
완전 좋음,,2018-03-15T11:44:21Z
와 진짜 이거 너무 좋네요 혼자 공부하다가 너무 어려웠는데 금방금방 나와서 편리하고 간편해여❤,,2018-03-15T11:48:27Z
정말좋아요,,2018-03-15T11:54:08Z
진짜 설치하시려는분들 그냥 풀이보세요; 이거 조금만 어려운문제 올려놓으면 다 걸러서 그냥 혼자 푸는게 훨씬 더 빠르겠네요; 명문대 가면 머하나요; 얍시한 색기들,,2018-03-15T11:52:57Z
수헉을 더 쉽게 알게되서 좋네요,,2018-03-15T12:12:32Z
제가 실수로 콴다를 탈퇴했는데 다시 로그인이 안돼네요...,,2018-03-15T12:13:40Z
감사해요,,2018-03-15T12:15:01Z
좋아요,,2018-03-15T12:16:33Z
너무 좋습니다,,2018-03-15T12:18:24Z
크으으으 다른 앱보다 월등히 편리합니다^^,,2018-03-15T12:18:43Z
답변도 빠르고 선생님들도 친절하시고 엄청 좋습니다.,,2018-03-15T12:20:34Z
광고 보고 깔았는데 너무 좋네요!!!!,,2018-03-15T12:20:32Z
,,2018-03-15T12:25:11Z
질문 여러개 보내봤는데 정말 친절히 답변해주셔서 좋았어요♡ 콴다라는 앱 만들어주신 개발사 정말 사랑합니다♡,,2018-03-15T12:27:41Z
정말 선생님들 다 친철 ♡! 좋습니뎅 ~♡,,2018-03-15T12:30:11Z
진짜 좋아요♥ 숙제를 모르고 안햇는데... 제가 못하는 수학... 그리고 답지도 안가지고온 사실... ㅠㅠ 근데 넘 좋네요,,2018-03-15T12:32:45Z
완전 간단하게 걍 짱 ㅜㅜ,,2018-03-15T12:35:27Z
,,2018-03-15T12:42:18Z
고맙습니다.,,2018-03-15T13:02:21Z
제가 가끔 헷갈리는 문제들을 콴다로 찍으면 잘 풀이가 되있어서 편리하고 좋은것같아요!,,2018-03-15T13:05:19Z
이 앱 짱 좋네여~ 너무 좋아서 자꾸 쓰게되요~ 그 동안 모르는 문제가 많았는데 첨 알게 됬네요 이제까지 몰랐던게 후회가 되네요 개발자님 이 앱 만들어주셔서 정말 감사해요♥♥ 앞으로도 이 앱 계속 이용할게요♥,,2018-03-15T12:51:02Z
진짜로 짱이네요,,2018-03-15T13:13:24Z
쪼아영!진짜 선생님에게 물어보기 민망한?ㅎㅎ 문제들을 편하게 물어볼수있어서 좋아요!😁 앞으로도 잘쓰일것 같습니당,,2018-03-15T13:20:28Z
완전 좋아요!! ((근데 유명하지 않은 문제집 같은 경우에는 같은문제가 안나온다는게 함정인듯..;;,,2018-03-15T13:20:11Z
알기쉽게 잘 나와서 좋은거같아요,,2018-03-15T13:26:06Z
숙제 안해가면 뒤지는 날에 필요할 어플이쿤효..,,2018-03-15T13:35:27Z
"부모님, 선생님 안계실때 문제가 어려웠는데 콴다를 쓰니까 답이 나오더라고요!! 진짜 최고입니다!",,2018-03-15T13:39:31Z
진짜 짱이다,,2018-03-15T13:42:40Z
수학문제 어려운거 풀때 완죤 좋아요,,2018-03-15T13:42:37Z
,,2018-03-15T13:50:59Z
쩔어,,2018-03-15T13:51:31Z
,,2018-03-15T13:51:50Z
,,2018-03-15T13:51:26Z
그냥 짱 좋음,,2018-03-15T14:00:52Z
정말 좋은 앱이에요 쉽게 모르는 문제도 잘 풀었어요!!!,,2018-03-15T14:02:53Z
완전 좋아요! 이런 앱 처음 봤어요! 정말 감사합니다~~,,2018-03-15T14:13:15Z
아 성적이 올른당 꼭 쓰세요,,2018-03-15T14:15:22Z
와ㅋㅋ 대박이예요 반신반의 하면서 다운햇는데 짱이네요 ! 이앱 만들어주셔서 감사합니다 ~ ^^,,2018-03-15T14:15:51Z
모르는 수학문제가 있을때 바로바로 물을 수 있어서 정말 좋은 어플인 것 같아요!! 정말 추천드릴게요!!,,2018-03-15T14:22:24Z
,,2018-03-15T14:25:51Z
와 여러분 이거 제발 꼭 다운받으세요 저 고3인데 학원을 안다녀서 수학 모르는거 어떡하지 맨날 학교쌤한테 질문하긴 좀 민망한디..(소심) 이러고있었는거든요 근데 친구가 이거 추천해줘서 한번 다운받아봤는데 존좋..b 이제.. 나도 혼자 수학할 수 있다..!하하하핳,,2018-03-15T14:29:06Z
수학모르는게 있을때 바로바로 알수있어서 진짜좋아요👍,,2018-03-15T14:34:06Z
자세히 풀이를 해주니 정말 좋은 어플이에요,,2018-03-15T15:03:45Z
,,2018-03-15T15:12:04Z
역시 돈,,2018-03-15T15:12:28Z
너무너무 좋아요ㅜㅠ,,2018-03-15T15:21:03Z
질문을왜그렇게해여??최악인뜻...그래도별3개줄게요,,2018-03-15T15:20:19Z
,,2018-03-15T15:39:08Z
진짜 빠르고 편해요~,,2018-03-15T15:56:55Z
,,2018-03-15T16:03:21Z
진짜좋아여,,2018-03-15T16:15:48Z
,,2018-03-15T16:56:10Z
최고예요 이 시대 최고의 앱,,2018-03-15T17:07:49Z
,,2018-03-15T18:16:43Z
너무너무 좋은앱인거 같아요. 신기하게 문제만 딱 찍으면 풀이과정을 선생님별로 볼수 있으니 참 좋은거같아요.,,2018-03-15T18:37:15Z
,,2018-03-15T20:07:42Z
속는 셈 치고 깔아봤는데 너무 좋았어요!! 진짜 문제집이랑 똑같은 문제로 인식해서 다 풀어주고 풀이과정도 정확하고 나와서 알아보기 쉽습니다.,,2018-03-15T22:11:48Z
학생들에겐 최고의 공부앱인거 같아요.,,2018-03-15T22:13:09Z
,,2018-03-15T22:22:26Z
,,2018-03-15T22:53:43Z
아주 좋소~~,,2018-03-15T23:20:54Z
완전 짱땅땅짱짤ㅇ짱짱,,2018-03-16T01:44:59Z
,,2018-03-16T02:24:07Z
,,2018-03-16T02:26:55Z
편해요,,2018-03-16T04:32:51Z
,,2018-03-16T05:55:31Z
,,2018-03-16T06:19:31Z
,,2018-03-16T06:21:28Z
,,2018-03-16T06:27:44Z
,,2018-03-16T06:34:46Z
너무좋아요 ㅠㅠ감동♥,,2018-03-16T06:38:39Z
넘나좋아여,,2018-03-16T06:41:00Z
짱 좋아여 그런데 선생님들이 수학문제를 못푸는 경우가 있네요 .... 답을 구하지못하고 질문권을 허비하면 어떡하나요.. 질문에 답을 했음에도 답을 구하지 못하여 다른선생들의 대답을 막는군요.,,2018-03-14T16:25:27Z
,,2018-03-16T06:55:46Z
짱짱,,2018-03-16T06:58:46Z
,,2018-03-16T07:03:15Z
처음 써 보았는데 되게 좋아요. 문제의 답이 아니라 그 문제 형식의 문제그 나와서 직접 풀어메몰 수도 있어서 공부하는데 도움되요,,2018-03-16T07:05:57Z
숙제나 시험기간 때 모르는 문제를 잘 풀고 이해할 수 있었어요 이 앱 만든분 복받으실 듯 진짜 내가 써봣던 앱중에 제일 좋아요ㅎ,,2018-03-16T07:10:36Z
문제풀이속도가 엄청 빠르네요,,2018-03-16T07:18:01Z
와..! 이앱 너무좋아요! 수학 문제 풀이 방법도 잘 나오구! 제가 수학 잘 못하는데 이앱 많이 활용해야겠네요 ㅎㅎ 별 무한개도 드릴수 있어요! 이앱 너무좋아요! 꼭 깔아보세요!,,2018-03-16T07:21:46Z
정말 이용하기 쉽고 잘되고 직관적이에요,,2018-03-16T07:31:11Z
좋음,,2018-03-16T07:36:21Z
너무공부하기좋은것같아용💓,,2018-03-16T07:42:39Z
정말. 좋네요,,2018-03-16T08:08:28Z
정말 도움되고 UI도 구비가 잘되어 사용법도 쉽게 알겠고 좋음 암튼 좋음,,2018-03-16T08:17:40Z
,,2018-03-14T08:29:01Z
너무 죻다,,2018-03-16T08:23:33Z
와~! 너무 많이 도움이 되서정말좋은앱 입니다 너무 감사드려요 콴다 화이팅!,,2018-03-16T08:27:29Z
너무좋아요!!,,2018-03-16T08:27:43Z
이런앱이 잇는줄 처음알앗네요 궁금한거물어보니까 20초안에 답변해주네요 정말좋은앱이네요,,2018-03-16T08:30:13Z
,,2018-03-16T08:33:53Z
,,2018-03-16T08:36:10Z
완전대박문제를찍으면다나옴,,2018-03-16T08:50:23Z
,,2018-03-16T09:15:27Z
이 앱 진짜 좋아요!! 꼭 깔아보세요^^,,2018-03-16T09:17:49Z
,,2018-03-16T09:24:30Z
수학문제 몰를땐 좋아요,,2018-03-16T09:25:17Z
빠른답변이라 넘 놀람. 추천합니다.,,2018-03-16T09:43:23Z
,,2018-03-16T09:48:45Z
정말 좋아요,,2018-03-16T09:55:48Z
진짜 재박..그냥 대박..다말이 필요없는듯ㅠ 인공지능 발달도 무섭고..대박임..그냥 까세요오오ㅋㅋ,,2018-03-16T10:10:28Z
,,2018-03-16T10:12:39Z
정말 유용한 어플인 것 같습니다.,,2018-03-16T10:12:45Z
,,2018-03-16T10:13:56Z
,,2018-03-16T10:30:42Z
짱이 예요↑↑↑↑↑↑↑↑↑↑↑~~~~~,,2018-03-16T11:03:21Z
짱좋아요 ㅠㅠㅠㅠ 몰랐던 문제도 다 풀수 있게되었어요!,,2018-03-16T11:08:12Z
,,2018-03-16T11:10:02Z
우와 수학이 쉬어졌어,,2018-03-16T11:16:20Z
아니 문제를 찍어도 컴퓨터 화면은 안됩니다 어이가없네 종이 찍었는데 어떻게 쓸데 마다 매일 그럴까요? 진짜 최악 이네요,,2018-03-16T11:16:13Z
진짜 좋고 모르는 믄제도 정말 좋은 선생님이 설명해주시니 감사해요,,2018-03-16T11:16:39Z
질문하려고 과외했었는데 과외보다 더 좋은거같아요:),,2018-03-16T11:16:27Z
좋아,,2018-03-16T11:25:00Z
넘좋은거같아요!,,2018-03-16T11:25:33Z
의심병이라 리뷰보고도 반신반의했는데 앱 사용해 보니 진짜 좋네요,,2018-03-16T11:25:35Z
진심 너무 좋습니다.. 자습하는 학생들에게 너무너무 좋은 앱이에요ㅠㅠ 추천!,,2018-03-16T11:35:23Z
짱 조음!! 30분 동안 풀던 문제도 1분안에 풀수있어서 조와용,,2018-03-16T11:36:50Z
,,2018-03-16T11:39:02Z
실화냐,,2018-03-16T11:41:17Z
다 좋은데.. 왜 저의 문제는 똑같은게 많이 않나올가요..,,2018-03-16T11:41:26Z
헐 완전 조훔 미챠소 thㅏ랑허요,,2018-02-23T10:06:13Z
콴다 너무 좋아요!👍모르는 문제도 너무 쉽게 알 수 있어 너무 좋아요~,,2018-03-16T11:39:23Z
문제 풀다가 모르는 거 있으면 바로 찍어서 질문하고 너무 좋아요! 많이 사용할게요~~,,2018-03-16T11:52:13Z
콴다처럼 좋은 공부앱 처음 봤어요 정말 문제도 잘풀어주는 것 같고 정말 유용해요 다른친구들 한테도 추천해주고 싶네요 초중고 다 유용하게 쓰일수 있을것같아요,,2018-03-16T12:00:47Z
좋네요.근데 질문권이 있어야 질문할 수 있다는게 아쉬워요,,2018-03-16T12:01:48Z
쉽게 풀 수 있어서 좋은데 풀이를 더 자세하게 할 수는 없겠죠??ㅜㅜ,,2018-03-16T12:04:32Z
좋은앱같은데 로그인해놔도 실행이안되네요..수정부탁드립니다,,2018-03-16T12:06:11Z
놀랍도록 다양하고 많은 문제들이 있네요 ㅎㅎ 숙제를 나 대신......쓰읍,,2018-03-16T12:06:40Z
좋아요,,2018-03-16T12:18:45Z
진짜 그냥 좋음♡♡♡완전똑같은문제들나오면 바로풀이볼수있고 그러면 무료까지라니♡♡♡만든분 진짜 사랑합니다ㅠㅠ♡♡♡무조건해요무조건,,2018-01-23T06:38:59Z
정말좋아요! 제가 수학을 그럭저럭 하는데 이해하지 못하는게 있거든요! 그런데 이 앱에서 쉽게 풀이해주니 정말좋아요 사랑합니당♥♥,,2018-03-16T12:19:25Z
사진을 인식하는 정도가 뛰어납니다!,,2018-03-16T12:22:22Z
이 어플을 사용하고 나서 수학이 좀 더 재밌거 쉬워졌어용! 진짜 좋아요 모르는 문제를 쉽게 정리하고 쓴후 공책에 적어서 정리하면 정말 좋아요! 이런 어플 만들어 주셔서 감사합니다!! ☆ミ.• .:* • ☆ミ.• .:* • ☆ミ.• .:* • ☆ミ.• .:* • ☆ミ.• .:* •,,2018-03-16T12:28:17Z
내 기분을 단 네글자로 표현한다면 앙 기모리,,2018-03-16T12:46:30Z
어려운 문제가 있으면 콴다로 문제 검색해서 풀이과정을 보면서 문제를 풀어요! 선생님들도 많고 바로바로 답변해주시니까 너무 좋네요!! 콴다 화이팅!,,2018-03-16T12:53:38Z
와 .. 진짜 이거 실화인가요 ? 제가 원래 다른건 평균이나 매우잘함이여도 수학은 보통이나 노력요함 이였거든요 .. ㅜㅠ 그래서 그런지 모르겠지만 수학을 싫어하고 멀리했어요 근데 5학년이 되다보니 공부를 해야할것 같은데 유튜브 다른분들 영상 보니 콴다를 다들 추천하셔서 깔았더니 진짜 꿀이네요 ... ㅎㄷㄷ 서울대생도 계시고 ㅜㅜ 너무 부럽고 좋아요 ! 강추요,,2018-03-16T12:58:19Z
,,2018-03-16T13:02:23Z
이거슨 혁신이다,,2018-03-16T13:02:51Z
,,2018-03-16T13:02:59Z
정말 좋음,,2018-03-16T13:05:41Z
이상한 문제가 많이나와서 좀그랬지만 괞찬음,,2018-03-16T13:12:31Z
선생님들 엄청친절하심,,2018-03-16T13:15:07Z
내 질문이랑 같은 질문들은 바로 찾아서 보여줘서 편리하네여 학원없이 혼자 공부하는 저에겐 딱 알맞은 앱인 것 같아요,,2018-03-16T13:12:29Z
진짜이해하기어려운것두 쉬워지궁 그래서 너무 좋습니담!,,2018-03-16T13:22:05Z
제가 공부를 혼자하는데 어려울때마다 찍으면 너무 친절하거 설명되있고 선생님들도 친절하게 답해주세요 콴다짱!,,2018-03-16T13:36:09Z
,,2018-03-16T13:39:46Z
이 앱 정말 짱이에요!모르는 문제도 개념과 함께 설명 적어주시고 다음에도 모르면 질문할 수 있을 것 같아요!진짜 짱이에여ㅜㅜ강추입니다!&gt;&lt;,,2018-03-16T14:01:31Z
,,2018-03-16T14:05:38Z
,,2018-03-16T14:09:35Z
궁금한 수학문제도 잘나오고 필요할때 쓸 수 있어서 진짜 좋아요 꼭 죽기전에 이앱 써보시길...,,2018-03-16T14:28:59Z
수학공부하기 쉽네요,,2018-03-16T14:35:14Z
와 내가 왜이런걸 왜 안깔알을까?,,2018-03-16T14:46:33Z
모르는걸 올리면 빨리 그 풀이를 알려주는게 너무 좋은거 같아요!!!👍👍,,2018-03-16T15:35:09Z
이앱 너무 좋아요!,,2018-03-16T15:47:59Z
정말좋아요,,2018-03-16T16:05:44Z
자기주도적학습에 많은도움이되는것같아요 혼자공부해도 효율적이게 할수있게되고요,,2018-03-16T16:25:49Z
,,2018-03-16T16:50:33Z
제가원래수학을싫어하진않지만잘하진못하거든요ㅠㅠ그래서수학학원을다니고는있는데숙제나올때마다모르는문제를쌤한테물어보기가꺼려지더라고요그러다광고보고이앱쓰는데비슷한문제나오면참고할수도있고답지없으면이거보고답체크도가능하고여튼이거덕분에수학푸는거에다시흥미를갖기시작한거같아요ㅠ너무감사합니다(저원래는리뷰잘안써요!!),,2018-03-16T18:41:48Z
대그박이엥ㆍㄷ,,2018-03-16T21:56:08Z
너무편해요,,2018-03-16T22:45:04Z
모른문제가 있었는데 이걸로 찍어서 풀이과정을보면 더잘알게되요,,2018-03-16T22:52:40Z
진짜 좋아요,,2018-03-16T23:24:59Z
공부를 포기할까 하고 있는데 문제를 잘 알려주는 어플인거 같아 다시 붙잡고 공부하려고요 감사합니다,,2018-03-16T23:50:25Z
모르는 수학문제도 바로바로알려주니 너무 좋은것 같아요!앞으로도 많은사람들이 사용하기를 기원할게요!,,2018-03-16T23:56:01Z
정말 너무나도 편리하고 유용한 앱 이예요. 굿굿!,,2018-03-17T00:00:21Z
너무좋아요♡♡,,2018-03-17T00:00:56Z
완전 짱!,,2018-03-17T00:04:51Z
👍최고,,2018-03-17T00:15:44Z
"시간절약, 간단",,2018-03-17T00:21:22Z
,,2018-03-17T00:26:20Z
,,2018-03-17T00:58:32Z
좋아요,,2018-03-17T01:06:12Z
좋아요답해주는것도빠르고,,2018-03-17T01:19:31Z
방금 설치해서 써 봤는데 좋네요. 혼자 공부할 때 꼭 필요한 앱이라고 생각합니다! 검색하면 문제가 같거나 거의 비슷한 유형을 보여주기 때문에 더 확실하고 광범위한 공부가 되는 것 같아요. 좋은 앱 만들어 주셔서 정말 감사해요 :),,2018-03-17T01:20:29Z
좋아요,,2018-03-17T01:37:44Z
와 좋다 좋다 해도 그냥 다운 안 받고 있다가 최근에 수학에 어려움을 느껴서 다운 받아봤는데 놀랍네요‥ 콴다 앱 만들어주셔서 감사합니다ㅠㅠ 열심히 살게요,,2018-03-17T01:37:38Z
걍 좋음,,2018-03-17T01:51:23Z
